run,label,model,tp,pp,ep,mode,workload,input_len,output_len,concurrency,completed,failed,output_tok_per_s,ttft_s_p50,ttft_s_p95,itl_ms_p50,itl_ms_p95,itl_ms_mean,total_output_tokens,total_input_tokens,wire_tx_bytes,wire_rx_bytes,bytes_per_output_token,bytes_per_total_token,pred_bytes_per_token,pred_tp_bytes,pred_ep_bytes,pred_pp_bytes,is_moe,gpu_util_mean,net_gbps_mean,net_gbps_peak,net_burstiness,net_samples,hw_out_of_sequence,hw_packet_seq_err,hw_local_ack_timeout_err,hw_np_cnp_sent,hw_rp_cnp_handled,hw_np_ecn_marked_roce_packets,nodes,num_prompts,token_passes,bytes_per_token_pass,h,layers,gb_per_token_total,msg_bytes,phase0_proto,wire_factor,pred_wire_bytes,ratio_raw,ratio_proto_corrected,gpu_util_active,gb_read_critical_path,roofline_tok_s,measured_tok_s,roofline_efficiency,railB_share,node_imbalance
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,q30_tp2pp2,Qwen3-30B-A3B-Instruct-2507,2,2,0,dual,decode,128,1024,1,8,0,47.02347300958648,0.0866426769998724,0.0896247339996989,21.13834700048756,22.209998999642263,21.20194977700381,8192,968,28050847956,28050847964,3424175.7758789062,3062319.6458515283,790528.0,786432,0.0,4096,True,87.9290780141844,0.798,1.0,1.25,278,0,0,0,0,0,0,4,8,13824,2029141.2005208333,2048,48,6.0,4096,Ring/LL,2.0,1581056.0,2.566817621287081,1.2834088106435404,87.9290780141844,3.0,91.0,47.30738879331174,0.519861415311118,7.553155025200622,1.3217394257601343
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,q30_tp2pp2,Qwen3-30B-A3B-Instruct-2507,2,2,0,dual,decode,128,1024,32,64,0,864.8868633014982,0.2339866290003556,0.2792594330003339,36.82972500064352,41.58350699981384,36.78618403170818,65536,7744,101477843124,101477843120,1548429.002746582,1384795.8941593887,790528.0,786432,0.0,4096,True,92.49912232076866,4.958,11.531,2.33,162,0,0,0,0,0,0,4,64,78336,1295417.7277879901,2048,48,6.0,131072,Ring/LL,2.0,1581056.0,1.6386740606126413,0.8193370303063207,92.49912232076866,3.0,91.0,27.151981177772225,0.29837341953595853,45.70789761792848,1.5400535897467995
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,q30_tp2pp2,Qwen3-30B-A3B-Instruct-2507,2,2,0,dual,decode,128,1024,8,32,0,295.4560634239269,0.1794462529996963,0.1877233870000054,26.876911000726977,29.17103099935048,26.93019648900301,32768,3872,77381310240,77381310240,2361490.1806640625,2111935.323144105,790528.0,786432,0.0,4096,True,93.065,3.107,5.137,1.65,197,0,0,0,0,0,0,4,32,41472,1865868.7847222222,2048,48,6.0,32768,Ring/LL,2.0,1581056.0,2.360281716425253,1.1801408582126265,93.065,3.0,91.0,37.20665667170426,0.40886435902971713,44.505033255689156,1.351888421216536
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,q30_tp2pp2,Qwen3-30B-A3B-Instruct-2507,2,2,0,dual,prefill,4096,32,1,8,0,43.35649600613132,0.0699636870012909,0.0728070129989646,21.56565299992508,22.50653699957184,21.546495955648897,256,31040,3292190804,3292190800,12860120.328125,105195.25830777096,790528.0,786432,0.0,4096,True,69.97727272727273,2.584,18.579,7.19,10,0,0,0,0,0,0,4,8,49536,66460.57017118864,2048,48,6.0,4096,Ring/LL,2.0,1581056.0,0.08407111471217799,0.04203555735608899,69.97727272727273,3.0,91.0,46.37003108616623,0.5095607811666618,39.047311669727875,1.0612870189072658
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,q30_tp2pp2,Qwen3-30B-A3B-Instruct-2507,2,2,0,dual,prefill,4096,32,8,32,0,230.4344477205485,0.1901185200003965,0.212304832000882,28.54197300075612,32.61192900026799,29.644960545360554,1024,124160,2765902164,2765902168,2701076.33203125,22094.69392254601,790528.0,786432,0.0,4096,True,66.33333333333333,2.442,4.647,1.9,8,0,0,0,0,0,0,4,32,148608,18612.06774870801,2048,48,6.0,32768,Ring/LL,2.0,1581056.0,0.023543843796434802,0.011771921898217401,66.33333333333333,3.0,91.0,35.036120312127984,0.38501231112228557,45.126100996824704,1.2963037527163823
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,q30_tp2pp2_ep,Qwen3-30B-A3B-Instruct-2507,2,2,1,dual,decode,128,1024,1,8,0,42.11082152444198,0.1066020329999446,0.1114653059994452,23.558884999147267,25.13895700030844,23.665326970429987,8192,968,28075569612,28075569604,3427193.556152344,3065018.5165938865,1970176.0,393216,1572864.0,4096,True,92.50929054054056,0.761,0.924,1.21,292,0,0,0,0,0,0,4,8,13824,2030929.5147569445,2048,48,6.0,4096,Ring/LL,2.0,3940352.0,1.0308365926480398,0.5154182963240199,92.50929054054056,3.0,91.0,42.44683057097973,0.4664486875931838,7.530928081673857,1.3157616786640847
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,q30_tp2pp2_ep,Qwen3-30B-A3B-Instruct-2507,2,2,1,dual,decode,128,1024,32,64,0,810.4768313900666,0.2469994370003405,0.264750787999219,39.307536999331205,44.59847799989802,39.27206168345244,65536,7744,101505573544,101505573536,1548852.1353759766,1385174.3114628822,1970176.0,393216,1572864.0,4096,True,93.01527777777778,4.538,10.882,2.4,177,0,0,0,0,0,0,4,64,78336,1295771.7210988563,2048,48,6.0,131072,Ring/LL,2.0,3940352.0,0.6576933842960508,0.3288466921480254,93.01527777777778,3.0,91.0,25.440413628994726,0.279564984934008,45.694606674868325,1.5386856523164163
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,q30_tp2pp2_ep,Qwen3-30B-A3B-Instruct-2507,2,2,1,dual,decode,128,1024,8,32,0,266.19598006552644,0.1824170449999655,0.1980282139993505,29.82770000016899,32.620256999507546,29.904223362475527,32768,3872,77488002536,77488002544,2364746.171142578,2114847.230786026,1970176.0,393216,1572864.0,4096,True,92.99722255888176,2.798,4.664,1.67,219,0,0,0,0,0,0,4,32,41472,1868441.4191743827,2048,48,6.0,32768,Ring/LL,2.0,3940352.0,0.9483626940813322,0.4741813470406661,92.99722255888176,3.0,91.0,33.525883658288585,0.3684163039372372,44.50727606248126,1.3480004018256757
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,q30_tp2pp2_ep,Qwen3-30B-A3B-Instruct-2507,2,2,1,dual,prefill,4096,32,1,8,0,38.835104970440526,0.0780118160000711,0.0806614760003867,24.005567000131123,25.50010199956887,24.088750858863342,256,31040,3293191432,3293191432,12864029.03125,105227.2313394683,1970176.0,393216,1572864.0,4096,True,73.52083333333333,2.352,18.583,7.9,11,0,0,0,0,0,0,4,8,49536,66480.77018733851,2048,48,6.0,4096,Ring/LL,2.0,3940352.0,0.03374356919754302,0.01687178459877151,73.52083333333333,3.0,91.0,41.65700397722486,0.4577692744749985,39.04257856091738,1.0606810067828136
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,q30_tp2pp2_ep,Qwen3-30B-A3B-Instruct-2507,2,2,1,dual,prefill,4096,32,8,32,0,227.2160285123842,0.198687139998583,0.2043296780011587,29.834441000275547,32.721350000429084,30.16138301612984,1024,124160,2741176164,2741176164,2676929.84765625,21897.176667944783,1970176.0,393216,1572864.0,4096,True,69.15,2.408,4.286,1.78,9,0,0,0,0,0,0,4,32,148608,18445.68370478036,2048,48,6.0,32768,Ring/LL,2.0,3940352.0,0.009362454778040317,0.004681227389020159,69.15,3.0,91.0,33.518308588076586,0.368333061407435,45.11909917512328,1.298352707022503
p1_q30_tp4_dual_decode_in128_out1024_c1,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,dual,decode,128,1024,1,8,0,64.6301137693253,0.0678848839997954,0.0799021420007193,15.1131919992622,20.10192000125244,15.420826416911169,8192,968,96682243828,96682243832,11802031.717285156,10554830.112227077,2359296.0,2359296,0.0,0,True,89.18205128205128,3.984,7.061,1.77,192,0,0,0,0,0,0,4,8,13824,6993796.573206019,2048,48,6.0,4096,Ring/LL,2.0,4718592.0,2.9643574071273884,1.4821787035636942,89.18205128205128,1.5,182.0,66.16735895691778,0.3635569173457021,8.175342295594204,1.0021469596268249
p1_q30_tp4_dual_decode_in128_out1024_c32,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,dual,decode,128,1024,32,64,0,1192.006859732454,0.2453538810004829,0.253023798999493,26.281346999894595,31.112344999201014,26.63035653873417,65536,7744,435569899552,435569899560,6646269.219238281,5943912.384716157,2359296.0,2359296,0.0,0,True,90.42768595041322,28.946,63.968,2.21,119,0,0,0,0,0,0,4,64,78336,5560277.516748366,2048,48,6.0,131072,Ring/LL,2.0,4718592.0,2.3567528265840174,1.1783764132920087,90.42768595041322,1.5,182.0,38.04980011123519,0.20906483577601753,46.820584044433794,1.0023308750706894
p1_q30_tp4_dual_decode_in128_out1024_c8,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,dual,decode,128,1024,8,32,0,400.14524428800536,0.1515578309990815,0.1624024220000137,19.176648998836757,25.62048800064076,19.86736337105936,32768,3872,240523141492,240523141484,7340183.761352539,6564496.219759826,2359296.0,2359296,0.0,0,True,90.35204081632654,13.121,21.807,1.66,145,0,0,0,0,0,0,4,32,41472,5799651.366994599,2048,48,6.0,32768,Ring/LL,2.0,4718592.0,2.4582126901391765,1.2291063450695883,90.35204081632654,1.5,182.0,52.14675411020243,0.2865206269791342,44.230545330515916,1.0003124379368176
p1_q30_tp4_dual_prefill_in4096_out32_c1,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,dual,prefill,4096,32,1,8,0,59.01787960171124,0.0638562650001404,0.0731524490001902,15.399219999380875,16.352022999853943,15.391312786299926,256,31040,10544083624,10544083616,41187826.65625,336914.7374744376,2359296.0,2359296,0.0,0,True,69.33333333333333,10.362,57.837,5.58,8,0,0,0,0,0,0,4,8,49536,212856.98530361758,2048,48,6.0,4096,Ring/LL,2.0,4718592.0,0.09022055108965453,0.045110275544827265,69.33333333333333,1.5,182.0,64.93835402313915,0.3568041429842811,38.3691425093728,1.0014586947872115
p1_q30_tp4_dual_prefill_in4096_out32_c8,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,dual,prefill,4096,32,8,32,0,306.7866961347607,0.1632535180015111,0.2057414320006501,20.39920999959577,23.67319199947815,21.29434637096357,1024,124160,8712180412,8712180416,8507988.68359375,69594.99945679959,2359296.0,2359296,0.0,0,True,59.0,9.851,18.74,1.9,7,0,0,0,0,0,0,4,32,148608,58625.2450204565,2048,48,6.0,32768,Ring/LL,2.0,4718592.0,0.024848617986236787,0.012424308993118393,59.0,1.5,182.0,49.02150622596738,0.2693489353075131,44.985840589362674,1.0005631530051973
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,q30_tp4_ep,Qwen3-30B-A3B-Instruct-2507,4,1,1,dual,decode,128,1024,1,8,0,55.14396367929558,0.0783312120001937,0.0870569070011697,18.05206800054293,19.159192999723015,18.07484746994146,8192,968,96359280664,96359280668,11762607.502929688,10519572.12489083,3538944.0,1179648,2359296.0,0,True,90.1068281938326,3.416,4.441,1.3,223,0,0,0,0,0,0,4,8,13824,6970434.075810186,2048,48,6.0,4096,Ring/LL,2.0,7077888.0,1.9696367266083288,0.9848183633041644,90.1068281938326,1.5,182.0,55.3953153716197,0.3043698646792291,8.197504785806379,1.0025743995158543
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,q30_tp4_ep,Qwen3-30B-A3B-Instruct-2507,4,1,1,dual,decode,128,1024,32,64,0,1063.3392441816266,0.2521395910007413,0.2712069820008764,29.817683998771827,32.58024299975659,29.8707045019701,65536,7744,435991387896,435991387900,6652700.62097168,5949664.136135371,3538944.0,1179648,2359296.0,0,True,91.15398550724638,25.38,56.22,2.22,135,0,0,0,0,0,0,4,64,78336,5565658.035845588,2048,48,6.0,131072,Ring/LL,2.0,7077888.0,1.5726889252402942,0.7863444626201471,91.15398550724638,1.5,182.0,33.53714527396526,0.1842700289778311,46.833860932296034,1.0017397746815282
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,q30_tp4_ep,Qwen3-30B-A3B-Instruct-2507,4,1,1,dual,decode,128,1024,8,32,0,352.6870577416035,0.1541080329989199,0.1979335630003333,22.426751998864347,24.3582820003212,22.547023285709894,32768,3872,240080495312,240080495312,7326675.271972656,6552415.265065502,3538944.0,1179648,2359296.0,0,True,90.83529411764708,11.372,18.583,1.63,167,0,0,0,0,0,0,4,32,41472,5788977.992669753,2048,48,6.0,32768,Ring/LL,2.0,7077888.0,1.6357924829185635,0.8178962414592817,90.83529411764708,1.5,182.0,44.589604417556245,0.24499782647008925,44.24501833435304,1.00032827049684
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,q30_tp4_ep,Qwen3-30B-A3B-Instruct-2507,4,1,1,dual,prefill,4096,32,1,8,0,50.06995602139804,0.0726968260005378,0.0761369390002073,18.342074999964098,19.2996799996763,18.32676396773628,256,31040,10533295600,10533295600,41145685.9375,336570.0281186094,3538944.0,1179648,2359296.0,0,True,66.575,9.187,58.006,6.31,9,0,0,0,0,0,0,4,8,49536,212639.20381136952,2048,48,6.0,4096,Ring/LL,2.0,7077888.0,0.060085495506956174,0.030042747753478087,66.575,1.5,182.0,54.51945867640152,0.2995574652549534,38.40822931049234,1.0008904967881853
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,q30_tp4_ep,Qwen3-30B-A3B-Instruct-2507,4,1,1,dual,prefill,4096,32,8,32,0,282.3504050573398,0.1916757060007512,0.2117117899997538,22.906881999006146,25.416877999305143,23.23003888810791,1024,124160,8632371916,8632371912,8430050.69921875,68957.46993225972,3538944.0,1179648,2359296.0,0,True,60.625,8.974,16.811,1.87,7,0,0,0,0,0,0,4,32,148608,58088.2046457795,2048,48,6.0,32768,Ring/LL,2.0,7077888.0,0.016413993735357072,0.008206996867678536,60.625,1.5,182.0,43.655002895784186,0.23986265327353948,44.99655966861843,1.0006568477842075
p1_q30_tp4_tcp_decode_in128_out1024_c1,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,tcp,decode,128,1024,1,8,0,11.53700887923564,0.1429641709983116,0.1543513799988431,84.62789899203926,136.92521798657253,86.62625704092905,8192,968,0,0,0.0,0.0,2359296.0,2359296,0.0,0,True,95.4617278424351,0.0,0.0,,1105,0,0,0,0,0,0,4,8,13824,0.0,2048,48,6.0,4096,Ring/LL,2.0,4718592.0,0.0,0.0,95.4617278424351,1.5,182.0,11.81643420090185,0.06492546264231785,,
p1_q30_tp4_tcp_decode_in128_out1024_c32,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,tcp,decode,128,1024,32,64,0,174.86491210335336,0.9228644050017464,0.9822476639965316,185.8525610005017,208.94749299623072,182.25873538424085,65536,7744,0,0,0.0,0.0,2359296.0,2359296,0.0,0,True,95.58461002785516,0.0,0.0,,710,0,0,0,0,0,0,4,64,78336,0.0,2048,48,6.0,131072,Ring/LL,2.0,4718592.0,0.0,0.0,95.58461002785516,1.5,182.0,5.380609202352076,0.02956378682611031,,
p1_q30_tp4_tcp_decode_in128_out1024_c8,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,tcp,decode,128,1024,8,32,0,66.00811079754689,0.4238111140002729,0.4908704780100379,120.6405220000306,157.93986100470647,120.9029458679144,32768,3872,0,0,0.0,0.0,2359296.0,2359296,0.0,0,True,95.51802884615384,0.0,0.0,,823,0,0,0,0,0,0,4,32,41472,0.0,2048,48,6.0,32768,Ring/LL,2.0,4718592.0,0.0,0.0,95.51802884615384,1.5,182.0,8.289088802183286,0.045544443968040034,,
p1_q30_tp4_tcp_prefill_in4096_out32_c1,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,tcp,prefill,4096,32,1,8,0,11.724354436237084,0.1304373149905586,0.1412338669906603,78.62827900680713,139.00473499961663,83.89361732253982,256,31040,0,0,0.0,0.0,2359296.0,2359296,0.0,0,True,89.7875,0.0,0.0,,39,0,0,0,0,0,0,4,8,49536,0.0,2048,48,6.0,4096,Ring/LL,2.0,4718592.0,0.0,0.0,89.7875,1.5,182.0,12.718070554659175,0.06987950854208337,,
p1_q30_tp4_tcp_prefill_in4096_out32_c8,q30_tp4,Qwen3-30B-A3B-Instruct-2507,4,1,0,tcp,prefill,4096,32,8,32,0,73.84351299803163,0.3915142170008039,0.4013434840016998,94.71927399863488,148.61974499945063,99.60624568146804,1024,124160,0,0,0.0,0.0,2359296.0,2359296,0.0,0,True,86.47321428571428,0.0,0.0,,27,0,0,0,0,0,0,4,32,148608,0.0,2048,48,6.0,32768,Ring/LL,2.0,4718592.0,0.0,0.0,86.47321428571428,1.5,182.0,10.557513352714384,0.05800831512480431,,
